//  GERMAN STRDAT.TXT latest version with all the changes up to Sept 18th (I hope)

//  ASCII European Special Characters
//  Ä ¸ Ç É ‰ ...  á à  ä  ç ƒ  ê  " ï - -  ÷ ‹    ° ¢ £  ﬂ
//  WIN European Special Characters
//  « ¸ È ‚ ‰ ‡  Á Í  Ë  Ï ƒ  …  ˆ Ú ˚ ˘  ÷ ‹  ﬂ Ì Û ˙  ﬂ

//  # the first NEWBLOCK is built for you so start with enumerations and strings
//  GERMAN VERSION ¸berarbeitet am 2.7.97 von Antje, 16:45 Uhr
//  last revised by Antje 9.7.97, LAST EDITED with additional translations August 26th 97
//  (additional data from birthright cd dated 8/17/97, saved as ms dos text
//  3 more changes according to bugreport from sascha implemented August 29th 97
// comparing german strings to english strings (received sept 18th), saved as text only



// menu data
STR_UI_ACTN		UI\\ACT_PNL.PCX
STR_UI_HELP		UI\\HELPPNL1.PCX
STR_UI_HELP1	UI\\HLPPANL2.PCX
STR_BASIC_124	^g02:390,074^g00:422,106,200,296Nachdem Ihr eine Provinz gew‰hlt habt, klickt auf GILDE, denn diesen Besitztumstyp mˆchtet Ihr ja bauen. Ihr werdet sehen, daﬂ nun ein Wert erscheint, der unsere Erfolgschancen f¸r dieses Projekt angibt. Wenn wir kein Risiko eingehen wollen, kˆnnen wir unsere politische Macht in Form von Regentenpunkten einsetzen, um die Chancen zu erhˆhen. ^g05
STR_BASIC_125	^g02:390,074^g00:422,106,200,296Klickt auf '+', um Regentenpunkte aufzuwenden und so die Erfolgschancen zu erhˆhen. Wenn Ihr w¸rfelt und verliert, gehen alles aufgewendete Gold und die eingesetzten Regentenpunkte verloren. Wenn Ihr genug RP aufwendet, um die Erfolgschance auf 100 Prozent zu erhˆhen, werdet Ihr auf jeden Fall erfolgreich sein. Die Gesamtkosten in Gold und RP werden darunter angezeigt. Wenn Ihr fertig seid, klickt auf W‹RFELN. Ihr habt nun eine Gilde der Stufe 0 gebaut. Sp‰ter kˆnnt Ihr die Stufe mir Hilfe der Regieren-Option erhˆhen, damit sie n¸tzlicher wird. Wenn Ihr die Ergebnisse gesehen habt, klickt auf FERTIG.

// TURN 4, FREE ACTION - BUILD A ROAD
STR_BASIC_131	^g02:390,074^g00:422,106,200,296Setzen wir nun eine unserer Bonusaktionen ein. Wir bauen eine Straﬂe, damit sich unsere H‰ndler an die Arbeit machen. Wir kˆnnen Straﬂen nur innerhalb unseres Reichs oder zu Nachbarn bauen, die mit uns befreundet sind. Dhoesone hat schon einige Landstraﬂen innerhalb seiner Grenzen, aber wir bauen noch eine weitere zwischen Nolien und Tradebhein, so daﬂ wir dort nachher eine Handelsroute erstellen kˆnnen. Mehr dazu sp‰ter. ^g12^g05
STR_BASIC_132	^g02:390,074^g00:422,106,200,296Wenn Ihr auf^C064 LANDSTRASSE BAUEN^C000 klickt, erscheint eine Liste mit Provinzen, in der die Straﬂe beginnen kˆnnte. W‰hlen wir als Startprovinz Nolien aus. Nun erscheint eine Liste mit mˆglichen Endprovinzen. Beachtet, daﬂ bereits eine Landstraﬂe zwischen Nolien und Sonnelind existiert, deshalb taucht Sonnelind nicht als mˆgliche Endprovinz f¸r unsere neue Straﬂe auf. ^g13:003^g01:049,109
STR_BASIC_133	^g02:390,074^g00:422,106,200,296Wenn wir auf Tradebhein als Zielprovinz klicken, erscheint eine Mitteilung, wieviel der Bau kosten wird. Der Preis h‰ngt von den Gel‰ndetypen ab, durch die die Straﬂe f¸hren wird. Straﬂen durch Ebenen sind am billigsten, durch W‰lder oder Berge ist ihr Bau wesentlich teurer. ^g05
STR_BASIC_134	^g02:390,074^g00:422,106,200,296Klickt auf BAUEN, damit die Straﬂe tats‰chlich gebaut wird. Wenn wir wollten, kˆnnten wir noch weitere Straﬂen bauen. Aber klicken wir jetzt einfach auf FERTIG. ^g05

// TURN 4, DOMAIN ACTION 2: ESTABLISH TRADE ROUTE
STR_BASIC_135	^g02:390,074^g00:422,106,200,296Nachdem wir jetzt eine Straﬂe haben, die zu unserer neuen Gilde in Nolien f¸hrt, sollten wir ein biﬂchen Geld damit verdienen. Wir m¸ssen eine Handelsroute bauen. Dazu brauchen wir eine Gilde in der Startprovinz einer Landstraﬂe, die in eine Provinz mit anderem Gel‰nde f¸hrt. Was der vorherrschende Gel‰ndetypus in einer Provinz ist, erfahrt Ihr, wenn Ihr mit der rechten Maustaste innerhalb der Provinz klickt. Ein Handel zwischen Ebenen und W‰ldern w¸rde sich beispielsweise lohnen, der Handel zwischen zwei Ebenen dagegen nicht. Wir wollen unsere neue Straﬂe nach Tradebhein benutzen. Klickt auf ^C064HANDELSROUTE^C000. ^g12^g13:018^g01:049,437
STR_BASIC_136	^g02:390,074^g00:422,106,200,296Nachdem wir nur in Nolien eine Gilde besitzen, muﬂ dies auch der Ausgangspunkt unserer Handelsroute sein. Als mˆgliches Ziel haben wir f¸nf Provinzen zur Auswahl. W‰hlen wir Tradebhein und benutzen unsere neue Landstraﬂe. Nachdem Ihr entsprechend gew‰hlt habt, solltet Ihr Regentenpunkte aufwenden, um unsere Erfolgschance auf 100 Prozent zu erhˆhen, damit nichts schiefgehen kann. Vielleicht wollt Ihr sp‰ter lieber etwas riskieren, aber momentan sind die Regentenpunkte hier gut angelegt. ^g05
STR_BASIC_137	^g02:390,074^g00:422,106,200,296Wenn Ihr eine neue Handelsroute fertigstellt, wird sie auf der Karte in den Farben Dhoesones erscheinen. Handelsrouten werden als Teil der Gilde angesehen. Um sie zu sehen, m¸ﬂt Ihr die Karte so eingestellt haben, daﬂ Gilden angezeigt werden.\n Wenn Ihr eine Erfolgschance von 100 Prozent habt, w‰hlt W‹RFELN, dann FERTIG. ^g01:514,440

// TURN 4, DOMAIN ACTION 3: RULE
STR_BASIC_141	^g02:390,064^g00:422,116,200,296Wenn Ihr einmal die Besitzt¸mer sehen wollt, die einem bestimmten anderen Reich oder einer bestimmten anderen Organisation angehˆren, kˆnnt Ihr^C064 REICHS-BESITZT‹MER ^C000anklicken, um eine Liste der Reiche zu erhalten, die Quellen, Gilden, Tempel oder Ordnungskr‰fte haben. Wenn Ihr ALLE AUSSCHALTEN w‰hlt, werden zun‰chst einmal alle ausgeblendet. Nun kˆnnt Ihr die Anzeige f¸r einzelne Reiche oder Organisationen wieder einblenden. ^g12^g01:448,442^g05
STR_BASIC_142	^g02:390,064^g00:422,116,200,296Versucht dies nun mit Dhoesone und den H‰ndlern von Ober-Anuire. Stellt sicher, daﬂ die Anzeige der Gilden eingeblendet wird, damit Ihr seht, was den H‰ndlern gehˆrt. Mˆglicherweise m¸ﬂt Ihr den Zoom einsetzen, um alles zu ¸berblicken. Auﬂer ihren ausgedehnten Besitzt¸mern in Boeruine, Thurazor und Mhoried haben die H‰ndler auch ein Besitztum in Dhoesone, und zwar in der Provinz Soniele. Wenn Ihr fertig seid, blendet die Liste aus, indem Ihr nochmals auf deren Button klickt. ^g05
STR_BASIC_143	^g02:390,064^g00:422,116,200,296Heute werden wir sehen, was Ihr davon habt, Herrschaft auszu¸ben. Ihr kˆnnt damit die Zivilisationsstufe Eurer Provinzen oder die Stufe Eurer Besitzt¸mer bis zu deren mˆglichen Maximum erhˆhen. Ihr kˆnnt nur einmal pro Aktion die Stufe einer gegebenen Provinz oder eines Besitztums erhˆhen. Aber Ihr kˆnnt Herrschaft ¸ber beliebig viele gleichzeitig aus¸ben. Klickt jetzt auf ^C064HERRSCHAFT^C000. ^g13:017^g01:049,392^g05
STR_BASIC_144	^g02:390,064^g00:422,116,200,296Beachtet, daﬂ Dhoesone mehr Besitzt¸mer hat, als auf einer Seite der Schriftrolle angezeigt werden kˆnnen. Benutzt NƒCHSTE SEITE und VORIGE SEITE, um die ganze Liste zu sehen.\n Dies ist wohl der geeignete Zeitpunkt, um den Zusammenhang zwischen Zivilisationsstufe und Magiestufe zu erkl‰ren. Wenn die Zivilisation zunimmt, sind die magischen Quellen der Natur weniger leicht zug‰nglich. Das bedeutet, wenn Ihr erfolgreich die Herrschaft ¸ber eine Provinz aus¸bt, geht die Zivilisationsstufe rauf, die Magiestufe runter. Die magische Stufe sinkt jedoch nie unter den Wert 0. ^g05
STR_BASIC_145	^g02:390,064^g00:422,116,200,296Erhˆhen wir nun die Stufe einiger unserer Ordnungskr‰fte, damit wir die Steuern erhˆhen kˆnnen, ohne einen Aufstand zu riskieren. Sowohl Bjondrig als auch Romiene haben gegenw‰rtig Ordnungskr‰fte der Stufe 0. Um sicher zu sein, daﬂ wir Erfolg haben, geben wir wieder RP aus, bis die Erfolgschancen auf 100 Prozent stehen. ^g05
STR_BASIC_146	^g02:390,064^g00:422,116,200,296Ihr werdet feststellen, daﬂ das Besitztum in Soniele ebenfalls die Stufe 0 hat, wir dar¸ber aber nicht regieren kˆnnen. Der Grund daf¸r ist, daﬂ es den H‰ndlern von Ober-Anuire gehˆrt und die gesamte Zivilisation der Provinz benˆtigt.\n Wenn beide Erfolgsw¸rfel bereit sind, klickt auf W‹RFELN und, wenn Ihr die Ergebnisse betrachtet habt, auf FERTIG. 

// TURN 4, COUNSELOR'S REPORT: SEE ALLIANCE REPORT 
STR_BASIC_151	^g00,009,341,622,091Wie immer kˆnnt Ihr alle Berichte Eurer Berater anschauen. Schauen wir uns jetzt den B¸ndnis-Bericht an. Hier findet Ihr Details ¸ber alle Reiche, mit denen Ihr verb¸ndet seid. Es zeigt auch die wichtigsten anderen B¸ndnisse in Anuire an. ^g05
STR_BASIC_152	^g00,009,341,622,091Die in diesem Bericht aufgef¸hrten Reiche sind jene, die ebenfalls Ambitionen auf den Eisernen Thron haben. Sie sind somit auch f¸r uns praktisch, um unsere Position zu verbessern (wenn sie uns wohlgesonnen sind). Aber sie kˆnnen auch unsere m‰chtigsten Feinde sein, wenn wir ein schlechtes Verh‰ltnis zu ihnen haben. Wenn wir ein Reich angreifen, haben wir auch dessen Verb¸ndete gegen uns. Ein Reich mit vielen Verb¸ndeten kann also ein ernsthaftes Hindernis f¸r unsere Pl‰ne sein.^g05
STR_BASIC_153	^g00,009,323,622,120 Schauen wir uns auch den Truppen-Bericht an. Dieser zeigt, wer gerade in Anuire milit‰risch aktiv ist. Wie ¸blich, sind wir ganz oben auf der Liste. Die zehn milit‰risch bedeutendsten Reiche erscheinen darunter. Wie beim B¸ndnis-Bericht gilt auch hier, daﬂ diese unsere wertvollsten Verb¸ndeten oder unsere gef‰hrlichsten Feinde sein kˆnnen. Behaltet sie gut im Ged‰chtnis, mein Gebieter. Wir sollten versuchen, uns mit dem St‰rksten zu verb¸nden und vor allen auf der Hut zu sein. Denn sie sind es, die zwischen Euch und dem Eisernen Thron stehen. ^g06

// TURN 5, ADMINISTRATIVE PHASE - PAYROLL
STR_BASIC_161	^g02:390,074^g00:422,106,200,296Wann immer Ihr in die Verwaltungsanzeige geht und feststellt, daﬂ Ihr noch mehr Informationen von Euren Beratern benˆtigt, kˆnnt Ihr wieder ^C064 BERICHT ERSTATTEN ^C000anklicken, um die Berichte Eurer Berater zu hˆren. Sobald Ihr damit fertig seid, klickt auf FERTIG, um zum Verwaltungsbildschirm zur¸ckzukehren. ^g10^g11:004^g05
STR_BASIC_162	^g02:390,074^g00:422,106,200,296Wenn Gold knapp wird und Truppen momentan nicht benˆtigt werden, kann es sinnvoll sein, einige davon aufzulˆsen, die gerade nicht so wichtig sind. Oder Ihr m¸ﬂt andere Wege finden, sie zu finanzieren. Schauen wir mal, wie man Truppen bezahlen kann. Klickt auf ^C064SOLD^C000. Ihr erhaltet eine Liste aller Truppen unter Eurem Kommando, zusammen mit der Angabe des Ortes, wo sie sind, und den Unterhaltskosten f¸r jede einzelne. Die Gesamtkosten sind eine st‰ndige Belastung f¸r die Staatskasse. Um Gold zu sparen, kˆnnt Ihr auch Regentenpunkte aufwenden, um die Truppen loyal zu halten. ƒndert nun die Bezahlung so, daﬂ eine Eurer Truppen Regentenpunkte statt Gold erh‰lt. ^g10^g11:002^g01:145,388^g05
STR_BASIC_163	^g02:390,074^g00:422,106,200,296Vielleicht lˆst Ihr eine Truppe lieber auf, anstatt sie zu bezahlen. Stoppt in diesem Fall das Geld, indem Ihr das K‰stchen f¸r Bezahlung anklickt. Der Name der Truppe wird nun in rot angezeigt, was bedeutet, daﬂ sie sich auflˆst. Dies sollte sich beim Guthaben positiv bemerkbar machen. Da wir Truppen jederzeit ausheben kˆnnen, ist es oft empfehlenswert, die Einheiten aufzulˆsen, die wir gerade nicht benˆtigen. Allerdings kostet das Ausheben der Truppen mehr als ihr Unterhalt. Einige Truppen zur Verteidigung sollten wir immer parat haben. Beachtet jedoch, daﬂ Sˆldnertruppen, die sich auflˆsen, zu Banditen werden. Lˆst also besser nur solche Truppen auf, die keine Sˆldner sind. ^g05
STR_BASIC_164	^g02:390,074^g00:422,106,200,296Wenn Ihr auf den ^C064VERWALTUNGS^C000-Button klickt, wird eine Liste mit allen Provinzen, die Euch gehˆren oder in denen Ihr Besitzt¸mer habt, angezeigt. Die Farbe des Provinznamens zeigt ihren Zustand an. Blaue Namen sind wirklich, gr¸ne durchschnittlich und orange wenig loyal. Rote befinden sich in offener Rebellion. Graue Namen verkˆrpern Provinzen, die Euch nicht gehˆren, in denen Ihr aber Besitzt¸mer habt. ^g05
STR_BASIC_165	^g02:390,074^g00:422,106,200,296 Der Verwaltungsbericht zeigt Einnahmen und Ausgaben aller Eurer Besitzt¸mern. Darunter seht Ihr eine ‹bersicht Eurer sonstigen Einnahmen und Ausgaben.\n Der erste Punkt unter den eingetriebenen Steuern ist 'sonstige Einnahmen'. Das sind die Einnahmen Eurer Handelsstraﬂen. Danach kommt der Abzug f¸r die Lˆhne, der die Zusammenfassung des LOHNBERICHTS darstellt. ^g05
STR_BASIC_166	^g02:390,074^g00:422,106,200,296Als n‰chstes kommen die Kosten Eurer Burgen, wobei eine Linie zu der Spalte, aus der diese Information stammt, gezogen ist. Dieser Punkt zeigt die Unterhaltskosten Eurer Festungen. \n Es folgen die Kosten f¸r Provinzen und Besitzt¸mer. Die Anzahl der abgezogenen Goldbarren stellen die Kosten f¸r deren Verwaltung dar. Diese Kosten werden aufgrund der Gesamtzahl Eurer Provinzen und Besitzt¸mer berechnet und sind im allgemeinen niedriger als die Steuern, die Ihr aus ihnen einzieht. ^g05
STR_BASIC_167	^g02:390,074^g00:422,106,200,296Nun kommen Abgaben und Geh‰lter, also alle regelm‰ﬂigen Zahlungen, zu deren Zahlung Ihr Euch diplomatisch verpflichtet habt. Es ist nicht dumm, immer wieder einen Blick auf diese Zahl zu werfen. Ihr kˆnnt Eure Staatskasse leicht in den Ruin treiben, indem Ihr mehr versprecht als Ihr f¸r l‰ngere Zeit aufrechterhalten kˆnnt. Der letzte Punkt vor dem neuen Guthaben ist Hof, ein Bereich, der die Ergebnisse Eurer diplomatischen Handlungen beeinfluﬂt. Je hˆher Eure Ausgaben f¸r den Hof, desto erfolgreicher Eure Diplomatie. Gebt Ihr nichts f¸r den Hof aus, kˆnnen Ihre keine Diplomatie betreiben. ^g05
STR_BASIC_168	^g02:390,074^g00:422,106,200,296Wenn Ihr damit fertig seid, Eure Truppen herumzuscheuchen, w¸rfelt um Eure Steuern und klickt auf AKTIONEN, um fortzufahren. ^g10^g11:005^g01:145,434

// WE DONE. SAY GOODBYE.
STR_BASIC_171	^g02:390,074^g00:422,106,200,296Sehr gut, mein Herr. Ich bin nun am Ende meiner Einf¸hrung in die wirtschaftlichen Aspekte der F¸hrung eines Kˆnigreichs angelangt. Ihr kˆnnt nun entweder einige Runden damit verbringen, Eure neuen Kommandooptionen auszuprobieren, oder in Euer eigenes Reich zur¸ckkehren. Viel Gl¸ck, mein Herr, und auf Wiedersehen. ^g06
STR_BASIC_172	^g13:001^g13:003^g13:005^g13:006^g13:007^g13:0011 ^g13:013^g13:015^g13:017^g13:018^g40

// EXPERT GAME TUTORIAL, INTRO
STR_BASIC_181	^g02:390,074^g00:422,106,200,296Ah, Ihr seid zur¸ck, Herr. Ich nehme an, Ihr habt bereits die beiden vorhergehenden ‹bungen absolviert. Falls nicht, so tut dies bitte, bevor Ihr hier weitermacht. Die Anleitung, die ich jetzt geben werde, baut auf diesen ‹bungen auf.\n Machen wir dort weiter, wo wir aufgehˆrt haben. Wir haben bereits die Einweisungen in Abenteuer, Kriege, Diplomatie, Rekrutieren von Leutnants, Ausheben von Truppen, Aussetzen, Handelsrouten, Regieren, Schaffen von Besitzt¸mern und den Bau von Straﬂen beendet. Jetzt werden wir die kompliziertesten Aktionen bei der F¸hrung eines Reichs in Angriff nehmen. ^g20^g05

// TURN 6, ADMIN PHASE: OCCUPIED TERRITORIES BUTTON
STR_BASIC_182	^g02:390,074^g00:422,106,200,296Laﬂt uns mit dem Besetzungsbericht beginnen. Klickt auf ^C064BESETZUNG^C000. Der Bericht z‰hlt alle unsere Provinzen auf, jede mit einem leeren K‰stchen mit der ‹berschrift 'Besetze eigene'. Ihr kˆnnt jede Eurer Provinzen besetzen. Aber ohne eine grˆﬂere Anzahl von Truppen in der Provinz riskiert Ihr Rebellionen. Ordnungskr‰fte sind hier wirkungslos. Eure Provinz zu besetzen, ist gleichbedeutend damit, sie unter Kriegsrecht zu stellen, und gibt Euch Rechte, die ein Eroberer erhalten w¸rde. Die Besetzung Eurer Provinz verringert deren Loyalit‰tsstufe um einen Punkt. ^g10^g11:001^g01:097,388^g05
STR_BASIC_183	^g02:390,074^g00:422,106,200,296Wenn Ihr den Button 'Besetze eigene' bei einer Provinz dr¸ckt, erscheinen zwei zus‰tzliche K‰stchen, 'Verringere fremden Besitz' und 'Pl¸ndere Provinz'. Wenn Ihr auf 'Verringere fremden Besitz' klickt, wird im Laufe des Zuges die Stufe des fremden Besitzes in der Provinz auf 0 verringert. Um die Besitzt¸mer dann zu zerstˆren, m¸ﬂt Ihr 'Herausforderung' w‰hlen - eine Eurer neuen Gebietsaktionen. Da die Besitzt¸mer aber Stufe 0 haben, wird nur eine erfolgreiche Herausforderungsaktion benˆtigt, und nicht zwei. ^g10^g05
STR_BASIC_184	^g02:390,074^g00:422,106,200,296'Pl¸ndere Provinz' wirkt im Prinzip wie eine zus‰tzliche hohe Besteuerung der Provinz, verringert aber die Zivilisationsstufe und die Loyalit‰t der Provinz um 1. Um die grˆﬂtmˆgliche Menge Goldbarren von einer Provinz zu erhalten, setzt Ihr zuerst den Steuersatz auf 'hoch', zieht Eure Steuern ein, und stellt dann 'Pl¸ndern der Provinz' ein. Die Beutes‰ule rechts zeigt an, wie viele zus‰tzliche Goldbarren Ihr erhaltet. ^g05
STR_BASIC_185	^g02:390,074^g00:422,106,200,296Wenn Ihr in einer fremden, nicht verb¸ndeten Provinz am Ende eines Zuges mindestens so viele Truppen habt, wie die Zivilisationsstufe der Provinz betr‰gt (so daﬂ diese nicht rebelliert), wird die Provinz als besetzt eingestuft. Ihr kˆnnt von besetzten fremden Provinzen Steuern verlangen, aber keine Regentenpunkte. Zus‰tzlich kˆnnt Ihr entweder 'Verringere fremde Besitzt¸mer' oder 'Pl¸ndere Provinz' (oder beides) w‰hlen, genauso wie Ihr das bei Euren eigenen Provinzen kˆnnt. ^g05
STR_BASIC_186	^g02:390,074^g00:422,106,200,296W¸rfelt nun die Steuern aus. Da die Besetzung keine Auswirkungen auf Eure Steuern hat, kˆnnt Ihr, nachdem Ihr um Steuern gew¸rfelt habt, weiterhin Eure Wahl ‰ndern und Eure Auswahl anpassen, bis Ihr die Verwaltungsphase beendet und mit Euren anderen Aktionen fortfahrt. Wenn Ihr fertig seid, klickt auf ^C064AKTIONEN^C000, um weiterzumachen. ^g10^g11:005^g01:145,434

// TURN 6, LIEUTENANT ACTION AND DOMAIN ACTION 1: DISPEL REALM MAGIC AND AGITATE
STR_BASIC_191	^g02:390,074^g00:422,106,200,162Wie Ihr sehen kˆnnt, gibt es 8 neue Gebietsaktionen. Wir besprechen diese nun einzeln. Zuerst jedoch sehe ich, daﬂ F‰ulnis die Provinz Nolien befallen hat. Ihr kˆnnt sie ignorieren, bis sie von alleine verschwindet, oder wir kˆnnten den Leutnant Clumine Dhoesone bitten, seine Magie einzusetzen, um die F‰ulnis abzuwehren. ^g12^g05
STR_BASIC_192	^g02:390,074^g00:422,106,200,296Euren Leutnant f¸r Euch handeln zu lassen, ist eine besondere Art von Bonusaktion. Nur eine Aktion eines Leutnants pro Runde ist mˆglich. Wenn der Leutnant in Eurem Namen handelt, ist es ihm nicht erlaubt, zus‰tzliche Regentenpunkte zu verbrauchen.\n Wenn Ihr auf das Kontrollfeld^C064 LEUTNANT EINSETZEN^C000 klickt, erscheint eine Liste der verf¸gbaren Leutnants. W‰hlt Clumine Dhoesone und klickt dann auf FERTIG. ^g13:014^g01:097,348
STR_BASIC_193	^g02:390,074^g00:422,106,200,296'Leutnant einsetzen' erscheint ¸ber den Aktions-Buttons. Einige der Aktionen kˆnnen nur durch Regenten ausgef¸hrt werden. Aktionen, die Leutnants offenstehen, sind: Abenteuer (wenn ein Leutnant die Aktion anf¸hrt, dann nur ohne Regent), Agitation, Herausforderung, Besitztum schaffen, Diplomatie, Spionage, Magielinie errichten (wenn er Magier ist), Befestigen, Gebietszauber (wenn er Magier oder Priester ist), Regieren und Handelsroute. Wenn Ihr hier erst versehentlich einen Aktionsbutton dr¸ckt und dann ABBRUCH, um die verkehrte Aktion r¸ckg‰ngig zu machen, wird sowohl die falsche Auswahl und als auch die Leutnant-Aktion aufgehoben. ^g05
STR_BASIC_194	^g02:390,074^g00:422,106,200,296Laﬂt uns dieses Mal^C064 GEBIETSZAUBER^C000 ausw‰hlen. Im Falle eines Zauberers erscheint eine Liste der Gebiete, in denen wir Quellen haben. (Ein Priester muﬂ Tempel haben, um einen Gebietszauber sprechen zu kˆnnen.) W‰hlt Dhoesone; nun erscheint eine Liste der Provinzen in unserem Reich, die Quellen haben, zusammen mit der Stufe der Quelle. W‰hlt Nolien. ^g12^g13:016^g01:097,396^g05
STR_BASIC_195	^g02:390,074^g00:422,106,200,296Der Name der Provinz und die Stufe der Quelle wird angezeigt, zusammen mit einer Liste der Gebietszauber, die der Zauberer beherrscht, und der Stufe der Quelle, die jeder Spruch benˆtigt. Klickt auf GEGEN-GEBIETSZAUBER. Unterschiedliche Zauberspr¸che erlauben es Euch mˆglicherweise, benachbarte Provinzen zu beeinflussen oder die St‰rke zu ver‰ndern, wie es dieser Spruch tut. ƒndern wir die gew¸nschte St‰rke auf 1 und klicken dann auf FERTIG. ^g12^g05

// //////////// - Resequencing of realm actions done here so that agitate comes just before investiture. RC

// TURN 6, DOMAIN ACTION 1: CONTEST

STR_BASIC_196	^g02:390,074^g00:422,106,200,296Da die Aktion des Leutnants keine unserer Gebietsaktionen aufgebraucht hat, kˆnnen wir nun unsere erste regul‰re Gebietsaktion in dieser Runde ausf¸hren. Wenn Ihr auf Eurer Karte von Dhoesone umherschaut, seht Ihr, daﬂ Cariele (braun -gr¸ner Schild) eine betr‰chtliche Anzahl von Besitzt¸mern in unserem Kˆnigreich hat. Wo Cariele Besitzt¸mer hat, schr‰nkt dies unsere Bauvorhaben ein und ermˆglicht es Cariele, unsere Aktionen in diesen Provinzen zu beeinflussen. Um den Einfluﬂ von Cariele zu verringern, laﬂt uns nun deren Gilde in Sonnelind herausfordern, damit Cariele keine Regentenpunkte und kein Gold mehr von dort erh‰lt. Klickt jetzt auf die Schaltfl‰che ^C064HERAUSFORDERN^C000. ^g12^g13:004^g01:097,118

STR_BASIC_197	^g02:390,074^g00:422,106,200,296W‰hlt die Provinz Sonnelind. W‰hlt Carieles Gilde in der Liste der Besitzt¸mer, und vergebt Regentenpunkte, um unsere benˆtigte Erfolgswahrscheinlichkeit auf 100 Prozent zu erhˆhen. Dr¸ckt W‹RFELN. Ihr seht, daﬂ, wenn Ihr das Besitztum eines anderen Reiches herausfordert, dieses im Gegenzug Regentenpunkte aufwenden kann, um unseren Erfolg zu verringern. Da Cariele Interesse daran hat, seine Besitzt¸mer zu behalten, entscheidet es sich mˆglicherweise dazu, sich unserer Aktion zu widersetzen. ^g05
STR_BASIC_198	^g02:390,074^g00:422,106,200,296Zu diesem Zeitpunkt kˆnnten wir ABBRECHEN, wenn wir der Meinung sind, daﬂ es zu teuer ist, weiterzumachen, aber in diesem Fall wollen wir mehr Regentenpunkte ausgeben und die Erfolgswahrscheinlichkeit wieder auf 100 Prozent erhˆhen. Klickt auf W‹RFELN. Nachdem Ihr die Ergebnisse abgelesen habt, klickt auf FERTIG.\n ‹ber Carieles Schild in der linken unteren Ecke ihrer Gilde erscheint nun ein X. Dies zeigt, daﬂ sie erfolgreich herausgefordert worden ist. Es d¸rfte niemanden verwundern, daﬂ unsere Herausforderung Carieles Abneigung gegen uns noch weiter erhˆht, denn jetzt flieﬂen weniger Steuern. Eine weitere erfolgreiche Herausforderung w¸rde das Besitztum zerstˆren.

// TURN 6, DOMAIN ACTION 2: FORTIFY 
STR_BASIC_201	^g02:390,074^g00:422,106,200,296Die Aktion ^C064 BEFESTIGEN^C000 ermˆglicht es Euch, Burgen in Euren Provinzen zu errichten oder zu verbessern, um die jeweilige Provinz besser verteidigen zu kˆnnen. Jede Provinz kann nur eine Burg haben, deren hˆchstmˆgliche Stufe gleich der Zivilisationsstufe der Provinz ist. Eine Burg zwingt angreifende Armeen dazu, Einheiten in Hˆhe der Stufe der Burg zur¸ckzulassen, um diese zu belagern. Da wir Cariele gerade aktiv provozieren, sollten wir unsere Verteidigungsanlagen befestigen, bevor der Gegner eine Invasion startet. W‰hlt jetzt^C064 BEFESTIGEN^C000. ^g12^g13:010^g01:097,256
STR_BASIC_202	^g02:390,074^g00:422,106,200,296Eine Liste unserer Provinzen mit allen bestehenden Burgen wird angezeigt. Wir wollen mit dem Bau einer Burg der Stufe 2 in unserer Randprovinz Tradebhein beginnen. Stellt die gew¸nschte Stufe der zu bauenden Burg ein, indem Ihr die '+'-Taste dr¸ckt. Die Baukosten f¸r diese Runde werden nun in Goldbarren angezeigt. W‰hrend einer Aktion kann eine beliebige Anzahl von Burgen begonnen oder verbessert werden. ^g05
STR_BASIC_203	^g02:390,074^g00:422,106,200,296Bis der Bau vollendet ist, wird in jeder Runde ein sechsseitiger W¸rfel geworfen, um den Fortschritt zu bestimmen. Sobald die Summe der W¸rfe die Zahl 8 erreicht, steigt die Burg eine Stufe auf, bis die gew¸nschte Stufe erreicht ist. Jede neue Burg, die wir in einer unserer Provinzen errichten, verbessert Eure Verteidigungsf‰higkeit. Da sich unser Krieg gegen Cariele der heiﬂen Phase n‰hert, w‰re es sicher klug, einige Festungen zu bauen. Wenn Ihr bereit seid, klickt auf FERTIG, um fortzufahren.

// TURN 6, DOMAIN ACTION 3: AGITATE
STR_BASIC_211	^g02:390,074^g00:422,106,200,296Werfen wir doch mal einen Blick auf die Aktion ^C064AGITATION^C000. Damit kˆnnt Ihr die Loyalit‰t der Bevˆlkerung einer beliebigen Provinz ver‰ndern, in der Ihr ein Besitztum habt. Wir kˆnnten z.B. die Loyalit‰t in einer Eurer Provinzen steigern und dann dort entweder die Steuern erhˆhen, ohne eine Revolte auszulˆsen, oder eine Rebellion unterdr¸cken, wegen der Euch jemand die Provinz streitig gemacht hat (und damit Euer Einkommen blockiert). ^g05 
